seed_id,text,label,original_label,sarcasm_flag,canonical_lead,source_partition
seed_00135,wow amazinggg 😏 totally helpfulllll,Negative,Sarcastic,1,wow,generation_seed
seed_00136,ngl this is awfulll 😞,Negative,Negative,0,ngl,generation_seed
seed_00138,bro thisss is rtash 😤,Negative,Negative,0,bro,generation_seed
seed_00139,lol this is gerat 😍,Positive,Positive,0,lol,generation_seed
seed_00140,idk thisssss is great 🔥,Positive,Positive,0,idk,generation_seed
seed_00141,bro this is trash 😡,Negative,Negative,0,bro,generation_seed
seed_00142,fr it was stnadard 🙂,Neutral,Neutral,0,fr,generation_seed
seed_00145,wow amazinggggg 😂 totallyyyyy helpfulllll,Negative,Sarcastic,1,wow,generation_seed
seed_00146,idk thisss is awufl 😤,Negative,Negative,0,idk,generation_seed
seed_00147,bestttt ever 😒 totally helfpulllll,Negative,Sarcastic,1,bestt,generation_seed
seed_00150,love that for me 😂 totally helpfullll,Negative,Sarcastic,1,love,generation_seed
seed_00151,ngl htisss is annoying 😠,Negative,Negative,0,ngl,generation_seed
seed_00152,tbh this is solid 🔥,Positive,Positive,0,tbh,generation_seed
seed_00154,yeah sure 🙃 totallyyyy helfpul,Negative,Sarcastic,1,yeah,generation_seed
seed_00155,wow amazigngggg 👏 totally helpful,Negative,Sarcastic,1,wow,generation_seed
seed_00156,loveee that for me 😒 totally helpfullll,Negative,Sarcastic,1,lovee,generation_seed
seed_00157,tbh thissss is fantastic 🤩,Positive,Positive,0,tbh,generation_seed
seed_00159,lwokey this is owrst 😡,Negative,Negative,0,lwokey,generation_seed
seed_00160,fr this is bad 👎,Negative,Negative,0,fr,generation_seed
seed_00162,tbh it was average 🙂,Neutral,Neutral,0,tbh,generation_seed
seed_00164,lowkeyyy this is amzaingggg 🤩,Positive,Positive,0,lowkey,generation_seed
seed_00165,lol this is pathetci 😭,Negative,Negative,0,lol,generation_seed
seed_00167,ngl this is greattt 🥳,Positive,Positive,0,ngl,generation_seed
seed_00168,omg this is oslid ❤️,Positive,Positive,0,omg,generation_seed
seed_00169,highkyeyyyy thisss is bad 😭,Negative,Negative,0,highkey,generation_seed
seed_00171,yeah sureeee 👏 totally helpful,Negative,Sarcastic,1,yeah,generation_seed
seed_00172,omg this is annoying 👎,Negative,Negative,0,omg,generation_seed
seed_00175,fr this is trsah 😡,Negative,Negative,0,fr,generation_seed
seed_00176,lol this is greattt 😁,Positive,Positive,0,lol,generation_seed
seed_00177,love that for me 😒 totally helpfullll,Negative,Sarcastic,1,love,generation_seed
seed_00178,lowkeyyyyy thisss is trashhhhh 😭,Negative,Negative,0,lowkey,generation_seed
seed_00179,idk this is worst 😤,Negative,Negative,0,idk,generation_seed
seed_00180,tbh thissss is trash 😒,Negative,Negative,0,tbh,generation_seed
seed_00181,wow amazingggg 😒 ottally helfpul,Negative,Sarcastic,1,wow,generation_seed
seed_00183,yeah sure 😂 totally helpfulllll,Negative,Sarcastic,1,yeah,generation_seed
seed_00184,ngl this is awesome 😄,Positive,Positive,0,ngl,generation_seed
seed_00185,wow amazing 🙃 totally helpfulllll,Negative,Sarcastic,1,wow,generation_seed
seed_00186,ngl thisss is great 🔥,Positive,Positive,0,ngl,generation_seed
seed_00189,lowkey thisssss is tarsh 😭,Negative,Negative,0,lowkey,generation_seed
seed_00190,great job 😒 totallyyy helpful,Negative,Sarcastic,1,great,generation_seed
seed_00191,bro it was okayyy 🫤,Neutral,Neutral,0,bro,generation_seed
seed_00192,ngl thisssss is awful 😠,Negative,Negative,0,ngl,generation_seed
seed_00194,wow amazing 👏 totlaly helpful,Negative,Sarcastic,1,wow,generation_seed
seed_00195,lol this is bad 👎,Negative,Negative,0,lol,generation_seed
seed_00196,tbh it was regular 🤷,Neutral,Neutral,0,tbh,generation_seed
seed_00197,omg it was fine 😐,Neutral,Neutral,0,omg,generation_seed
seed_00198,yeah sure 😏 totally helfpul,Negative,Sarcastic,1,yeah,generation_seed
seed_00199,idk it was normallll 😐,Neutral,Neutral,0,idk,generation_seed
seed_00200,bestttt ever 😏 totally helpfulll,Negative,Sarcastic,1,bestt,generation_seed
seed_00201,loveeeee that for me 🙄 ttoally helpfulll,Negative,Sarcastic,1,lovee,generation_seed
seed_00203,yeah sure 👏 totally helpful,Negative,Sarcastic,1,yeah,generation_seed
seed_00204,lol this is solidddd 😄,Positive,Positive,0,lol,generation_seed
seed_00205,ngl this is lit 🔥,Positive,Positive,0,ngl,generation_seed
seed_00207,omg it was standard 🫤,Neutral,Neutral,0,omg,generation_seed
seed_00208,wow amazing 😏 toatlly helpfulllll,Negative,Sarcastic,1,wow,generation_seed
seed_00209,tbh this is terrible 👎,Negative,Negative,0,tbh,generation_seed
seed_00210,best ever 😏 toatlly helpful,Negative,Sarcastic,1,best,generation_seed
seed_00211,lowkey it was standardddd 🫤,Neutral,Neutral,0,lowkey,generation_seed
seed_00213,lol it was ifneee 🙂,Neutral,Neutral,0,lol,generation_seed
seed_00214,highkeyyyyy thisss is sloid 🤩,Positive,Positive,0,highkey,generation_seed
seed_00215,lol this is perfect 😄,Positive,Positive,0,lol,generation_seed
seed_00217,greattttt job 🙄 totally helpful,Negative,Sarcastic,1,greatt,generation_seed
seed_00219,highkey thisssss is worst 😡,Negative,Negative,0,highkey,generation_seed
seed_00220,besttt ever 😂 totally helfpul,Negative,Sarcastic,1,bestt,generation_seed
seed_00221,fr it was averageeee 🙂,Neutral,Neutral,0,fr,generation_seed
seed_00223,omg thisssss is terrible 😡,Negative,Negative,0,omg,generation_seed
seed_00224,omg this is awesome ❤️,Positive,Positive,0,omg,generation_seed
seed_00225,bro thisss is great 😄,Positive,Positive,0,bro,generation_seed
seed_00226,tbh it was okay 🙂,Neutral,Neutral,0,tbh,generation_seed
seed_00228,lowkey it was standard 🫤,Neutral,Neutral,0,lowkey,generation_seed
seed_00230,ngl this is pathetic 😒,Negative,Negative,0,ngl,generation_seed
seed_00231,lol this is awesome 🤩,Positive,Positive,0,lol,generation_seed
seed_00232,bro it was koayyy 😐,Neutral,Neutral,0,bro,generation_seed
seed_00233,yeah sureeeee 😒 totally helpfullll,Negative,Sarcastic,1,yeah,generation_seed
seed_00238,tbh this is bad 😠,Negative,Negative,0,tbh,generation_seed
seed_00239,idk this is great 🔥,Positive,Positive,0,idk,generation_seed
seed_00240,ngl it was normal 🫤,Neutral,Neutral,0,ngl,generation_seed
seed_00241,bro this is amazinggg ❤️,Positive,Positive,0,bro,generation_seed
seed_00242,idk thisssss is bad 😒,Negative,Negative,0,idk,generation_seed
seed_00243,lol this is trash 😠,Negative,Negative,0,lol,generation_seed
seed_00244,wow amazinggggg 👏 totallyyy heplful,Negative,Sarcastic,1,wow,generation_seed
seed_00245,bro this is lit ❤️,Positive,Positive,0,bro,generation_seed
seed_00247,lol this is awful 😠,Negative,Negative,0,lol,generation_seed
seed_00248,lowkey this is awful 😞,Negative,Negative,0,lowkey,generation_seed
seed_00249,tbh this is fantastic 🥳,Positive,Positive,0,tbh,generation_seed
seed_00250,lol this is ptahetic 😡,Negative,Negative,0,lol,generation_seed
seed_00251,omg it was normal 🫤,Neutral,Neutral,0,omg,generation_seed
seed_00252,lol thsissss is perfect ✨,Positive,Positive,0,lol,generation_seed
seed_00253,lol this is awesome ✨,Positive,Positive,0,lol,generation_seed
seed_00254,lowkey it was standard 🙂,Neutral,Neutral,0,lowkey,generation_seed
seed_00255,ngl it was average 🤷,Neutral,Neutral,0,ngl,generation_seed
seed_00257,idk thisss is awful 😭,Negative,Negative,0,idk,generation_seed
seed_00261,idk it was okay 😐,Neutral,Neutral,0,idk,generation_seed
seed_00262,highkeyyyy this is pathetic 😡,Negative,Negative,0,highkey,generation_seed
seed_00263,justtttt perfecttt 🙃 totally helpful,Negative,Sarcastic,1,justt,generation_seed
seed_00265,just perfect 😒 totally helpfulllll,Negative,Sarcastic,1,just,generation_seed
seed_00266,tbh thissss is great 🔥,Positive,Positive,0,tbh,generation_seed
seed_00268,lowkey this is amazinggg 😍,Positive,Positive,0,lowkey,generation_seed
seed_00269,highkey this is annoyinggggg 😒,Negative,Negative,0,highkey,generation_seed
seed_00271,bro it was okay 🤷,Neutral,Neutral,0,bro,generation_seed
seed_00273,idk this is lit 🥳,Positive,Positive,0,idk,generation_seed
seed_00274,lol this is solid 🥳,Positive,Positive,0,lol,generation_seed
seed_00275,best everrr 😒 totally helfpul,Negative,Sarcastic,1,best,generation_seed
seed_00279,ngl thisssss is trashhhhh 💔,Negative,Negative,0,ngl,generation_seed
seed_00280,highkeyyy it was okay 😐,Neutral,Neutral,0,highkey,generation_seed
seed_00281,wow amazinggggg 🙃 ottally helpful,Negative,Sarcastic,1,wow,generation_seed
seed_00282,bro thisss is awesmoeee ❤️,Positive,Positive,0,bro,generation_seed
seed_00283,omg it was okay 🙂,Neutral,Neutral,0,omg,generation_seed
seed_00285,yeahhh sureeeee 😂 toatlly helpfulllll,Negative,Sarcastic,1,yeahh,generation_seed
seed_00286,loweky htissss is amazinggggg ❤️,Positive,Positive,0,loweky,generation_seed
seed_00289,tbh thissss is pathetic 😭,Negative,Negative,0,tbh,generation_seed
seed_00290,ngl this is amazinggg 🤩,Positive,Positive,0,ngl,generation_seed
seed_00291,lowkye thisssss is soliddddd 😄,Positive,Positive,0,lowkey,generation_seed
seed_00292,lokweyyy this is amazing 🔥,Positive,Positive,0,lokweyy,generation_seed
seed_00293,lol it was average 🫤,Neutral,Neutral,0,lol,generation_seed
seed_00297,omg this is worst 😭,Negative,Negative,0,omg,generation_seed
seed_00298,idk this is awesome 😍,Positive,Positive,0,idk,generation_seed
seed_00299,tbh this is anonying 😒,Negative,Negative,0,tbh,generation_seed
seed_00300,idk this is terrilbe 😤,Negative,Negative,0,idk,generation_seed
seed_00301,lowkeyyy this is pathetic 😠,Negative,Negative,0,lowkey,generation_seed
seed_00304,fr it was regular 🤷,Neutral,Neutral,0,fr,generation_seed
seed_00306,fr this is worsttt 💔,Negative,Negative,0,fr,generation_seed
seed_00308,bro this is bad 😭,Negative,Negative,0,bro,generation_seed
seed_00309,idk this is lit 😄,Positive,Positive,0,idk,generation_seed
seed_00311,lol this is bad 💔,Negative,Negative,0,lol,generation_seed
seed_00314,fr this is trashhh 😭,Negative,Negative,0,fr,generation_seed
seed_00316,lol this is soliddddd 😍,Positive,Positive,0,lol,generation_seed
seed_00318,ebsttt ever 🙃 totally helpfulll,Negative,Sarcastic,1,ebstt,generation_seed
seed_00320,best ever 😏 totally helpful,Negative,Sarcastic,1,best,generation_seed
seed_00321,lol this is annoyinggg 😠,Negative,Negative,0,lol,generation_seed
seed_00322,fr it was fineee 🤷,Neutral,Neutral,0,fr,generation_seed
seed_00323,love tahttttt for me 😒 totally helpfullll,Negative,Sarcastic,1,love,generation_seed
seed_00324,greattttt job 🙃 toatllyyy helfpul,Negative,Sarcastic,1,greatt,generation_seed
seed_00325,greattt job 😏 totally helpful,Negative,Sarcastic,1,greatt,generation_seed
seed_00328,bro it was regularrrr 🙂,Neutral,Neutral,0,bro,generation_seed
seed_00329,bro this is worst 😭,Negative,Negative,0,bro,generation_seed
seed_00330,eyahhhhh sure 🙄 totallyyy helpful,Negative,Sarcastic,1,eyahh,generation_seed
seed_00331,ngl it was fine 🤷,Neutral,Neutral,0,ngl,generation_seed
seed_00332,bro this is worst 👎,Negative,Negative,0,bro,generation_seed
seed_00333,just perfect 😏 totallyyyyy helpful,Negative,Sarcastic,1,just,generation_seed
seed_00334,lowkey it was normal 🙂,Neutral,Neutral,0,lowkey,generation_seed
seed_00335,omg it was regularrrr 😐,Neutral,Neutral,0,omg,generation_seed
seed_00336,loveeeee that for me 😂 totally helpful,Negative,Sarcastic,1,lovee,generation_seed
seed_00337,omg this is awful 😒,Negative,Negative,0,omg,generation_seed
seed_00338,lol thissss is bad 😒,Negative,Negative,0,lol,generation_seed
seed_00340,best ever 😏 totallyyy helpfullll,Negative,Sarcastic,1,best,generation_seed
seed_00341,highkeyyyy thisssss is annoyinggggg 😠,Negative,Negative,0,highkey,generation_seed
seed_00342,ngl it was okay 😐,Neutral,Neutral,0,ngl,generation_seed
seed_00344,lol it was okay 🙂,Neutral,Neutral,0,lol,generation_seed
seed_00345,hgihkeyyyyy thisss is great 😍,Positive,Positive,0,hgihkeyy,generation_seed
seed_00346,loweky this is awful 👎,Negative,Negative,0,loweky,generation_seed
seed_00348,highkey thsissss is worst 😤,Negative,Negative,0,highkey,generation_seed
seed_00349,bestttt ever 🙄 totally helpful,Negative,Sarcastic,1,bestt,generation_seed
seed_00350,hihgkey this is fantastic ✨,Positive,Positive,0,highkey,generation_seed
seed_00351,lowkeyyyyy thisssss is patheitc 👎,Negative,Negative,0,lowkey,generation_seed
seed_00352,fr this is nanoying 😞,Negative,Negative,0,fr,generation_seed
seed_00353,lowkey it was average 😐,Neutral,Neutral,0,lowkey,generation_seed
seed_00354,tbh thissss is patheticccc 😭,Negative,Negative,0,tbh,generation_seed
seed_00355,lol thissss is bad 😞,Negative,Negative,0,lol,generation_seed
seed_00356,highkey this is great 🥳,Positive,Positive,0,highkey,generation_seed
seed_00357,tbh it was fine 🙂,Neutral,Neutral,0,tbh,generation_seed
seed_00361,bro this is terribleeeee 😒,Negative,Negative,0,bro,generation_seed
seed_00363,great job 🙄 totally helfpulll,Negative,Sarcastic,1,great,generation_seed
seed_00364,best everrrr 😏 ottallyyy helpful,Negative,Sarcastic,1,best,generation_seed
seed_00365,best everrr 😒 totallyyyy helpful,Negative,Sarcastic,1,best,generation_seed
seed_00366,ngl this is trash 😞,Negative,Negative,0,ngl,generation_seed
seed_00369,ngl thissss is worstttt 👎,Negative,Negative,0,ngl,generation_seed
seed_00372,wow amazign 😂 totally helpful,Negative,Sarcastic,1,wow,generation_seed
seed_00373,highkeyyy this is solid 🔥,Positive,Positive,0,highkey,generation_seed
seed_00374,tbh it was nromalll 🫤,Neutral,Neutral,0,tbh,generation_seed
seed_00375,fr it was regularrrrr 😐,Neutral,Neutral,0,fr,generation_seed
seed_00377,greta job 👏 totally helpful,Negative,Sarcastic,1,greta,generation_seed
seed_00379,fr this is lit ✨,Positive,Positive,0,fr,generation_seed
seed_00380,fr thisssss is awesome 😁,Positive,Positive,0,fr,generation_seed
seed_00381,yeah sure 😏 toatlly hlepful,Negative,Sarcastic,1,yeah,generation_seed
seed_00382,wow amazinggggg 😒 totlaly helpfulllll,Negative,Sarcastic,1,wow,generation_seed
seed_00384,tbh it was okayyyy 🤷,Neutral,Neutral,0,tbh,generation_seed
seed_00386,love that for me 😂 totallyyy helpfullll,Negative,Sarcastic,1,love,generation_seed
seed_00387,lol thisss is lit ❤️,Positive,Positive,0,lol,generation_seed
seed_00388,idk thisss is great 😁,Positive,Positive,0,idk,generation_seed
seed_00389,highkey thisssss is trsah 💔,Negative,Negative,0,highkey,generation_seed
seed_00390,ngl this is prefectttt ✨,Positive,Positive,0,ngl,generation_seed
seed_00392,tbh this is great ❤️,Positive,Positive,0,tbh,generation_seed
seed_00393,lol this is lit ✨,Positive,Positive,0,lol,generation_seed
seed_00395,highkey this is annoying 😡,Negative,Negative,0,highkey,generation_seed
seed_00396,wow amazinggggg 🙄 totally helpfullll,Negative,Sarcastic,1,wow,generation_seed
seed_00398,bro this is greattttt ✨,Positive,Positive,0,bro,generation_seed
seed_00400,omg thisss is lit 🥳,Positive,Positive,0,omg,generation_seed
seed_00401,lowkey thissss is worst 👎,Negative,Negative,0,lowkey,generation_seed
seed_00402,love that for me 👏 totally helpfullll,Negative,Sarcastic,1,love,generation_seed
seed_00404,great job 👏 totallyyyyy helpfullll,Negative,Sarcastic,1,great,generation_seed
seed_00408,ngl this is awseome 😄,Positive,Positive,0,ngl,generation_seed
seed_00410,lol this is awesome 🥳,Positive,Positive,0,lol,generation_seed
seed_00411,bro thissss is fantasticccc 🤩,Positive,Positive,0,bro,generation_seed
seed_00412,lol this is fantastic ✨,Positive,Positive,0,lol,generation_seed
seed_00414,great job 🙃 totally helpfullll,Negative,Sarcastic,1,great,generation_seed
seed_00416,tbh it was okayyyyy 😐,Neutral,Neutral,0,tbh,generation_seed
seed_00417,best ever 🙃 totallyyyyy helpful,Negative,Sarcastic,1,best,generation_seed
seed_00419,tbh this is soliddd 🔥,Positive,Positive,0,tbh,generation_seed
seed_00422,olwkey thisssss is lit ❤️,Positive,Positive,0,olwkey,generation_seed
seed_00423,ngl this is great 😁,Positive,Positive,0,ngl,generation_seed
seed_00425,tbh this is worst 😭,Negative,Negative,0,tbh,generation_seed
seed_00426,fr this is perfect 🤩,Positive,Positive,0,fr,generation_seed
seed_00429,great job 🙄 totallyyyy helpful,Negative,Sarcastic,1,great,generation_seed
seed_00431,omg this is awseome 🔥,Positive,Positive,0,omg,generation_seed
seed_00432,omg thsissss is pefrect ✨,Positive,Positive,0,omg,generation_seed
seed_00433,idk this is gerattttt 😄,Positive,Positive,0,idk,generation_seed
seed_00434,bro this is awesomeeeee 😁,Positive,Positive,0,bro,generation_seed
seed_00435,fr it was standard 🫤,Neutral,Neutral,0,fr,generation_seed
seed_00437,lol this is bad 😠,Negative,Negative,0,lol,generation_seed
seed_00438,ngl thisss is awful 😡,Negative,Negative,0,ngl,generation_seed
seed_00442,ngl this is fantastic ❤️,Positive,Positive,0,ngl,generation_seed
seed_00444,lowkey this is sloid 😄,Positive,Positive,0,lowkey,generation_seed
seed_00447,loveeeee that for me 👏 totally helpful,Negative,Sarcastic,1,lovee,generation_seed
seed_00448,fr this is amazing 🤩,Positive,Positive,0,fr,generation_seed
seed_00449,ngl this is awful 💔,Negative,Negative,0,ngl,generation_seed
seed_00450,lowkey this is pathetic 😞,Negative,Negative,0,lowkey,generation_seed
seed_00451,ngl this is perfectttt 😍,Positive,Positive,0,ngl,generation_seed
seed_00453,omg this is terribleeee 😭,Negative,Negative,0,omg,generation_seed
seed_00455,tbh it was okayyyy 😐,Neutral,Neutral,0,tbh,generation_seed
seed_00458,omg this is bad 👎,Negative,Negative,0,omg,generation_seed
seed_00459,tbh it was normal 😐,Neutral,Neutral,0,tbh,generation_seed
seed_00461,hgihkey this is soliddd ✨,Positive,Positive,0,hgihkey,generation_seed
seed_00462,omg this is annoying 😒,Negative,Negative,0,omg,generation_seed
seed_00463,omg it was regular 🙂,Neutral,Neutral,0,omg,generation_seed
seed_00464,love that for me 🙄 totally helpful,Negative,Sarcastic,1,love,generation_seed
seed_00465,tbh it was regularrr 🫤,Neutral,Neutral,0,tbh,generation_seed
seed_00466,ngl this is bad 💔,Negative,Negative,0,ngl,generation_seed
seed_00467,bro thisssss is terrible 😤,Negative,Negative,0,bro,generation_seed
seed_00470,lol thissss is awesome ❤️,Positive,Positive,0,lol,generation_seed
seed_00471,tbh this is solid ✨,Positive,Positive,0,tbh,generation_seed
seed_00472,bro this is patheticcc 😡,Negative,Negative,0,bro,generation_seed
seed_00474,lol it was normalll 🫤,Neutral,Neutral,0,lol,generation_seed
seed_00475,omg this is aweosmeee 😍,Positive,Positive,0,omg,generation_seed
seed_00476,great job 🙄 totally helpful,Negative,Sarcastic,1,great,generation_seed
seed_00478,bro thisss is bad 😒,Negative,Negative,0,bro,generation_seed
seed_00479,omg thissss is worst 😤,Negative,Negative,0,omg,generation_seed
seed_00481,lol this is soliddddd 😁,Positive,Positive,0,lol,generation_seed
seed_00482,wow amazinggggg 🙃 totally helpfulllll,Negative,Sarcastic,1,wow,generation_seed
seed_00483,besttt everrrrr 😂 totallyyyyy helpfullll,Negative,Sarcastic,1,bestt,generation_seed
seed_00484,love thattt for me 👏 totally heplful,Negative,Sarcastic,1,love,generation_seed
seed_00487,ngl this is soliddd 🔥,Positive,Positive,0,ngl,generation_seed
seed_00488,wow amazing 🙄 totally helpful,Negative,Sarcastic,1,wow,generation_seed
seed_00489,idk thissss is trash 😤,Negative,Negative,0,idk,generation_seed
seed_00490,omg it was average 🫤,Neutral,Neutral,0,omg,generation_seed
seed_00491,omg this is bad 😭,Negative,Negative,0,omg,generation_seed
seed_00492,bro it was fine 🙂,Neutral,Neutral,0,bro,generation_seed
seed_00493,great job 😏 totally helpful,Negative,Sarcastic,1,great,generation_seed
seed_00495,omg this is amazinggggg ❤️,Positive,Positive,0,omg,generation_seed
seed_00496,highkeyyy thisss is fnatasticcccc 🤩,Positive,Positive,0,highkey,generation_seed
seed_00497,highkey this is perfect ❤️,Positive,Positive,0,highkey,generation_seed
seed_00498,wow aamzing 😒 totally helpfulll,Negative,Sarcastic,1,wow,generation_seed
seed_00499,ngl it was regular 🤷,Neutral,Neutral,0,ngl,generation_seed
seed_00500,highkey thissss is fantastic ❤️,Positive,Positive,0,highkey,generation_seed
seed_00501,idk this is trerible 👎,Negative,Negative,0,idk,generation_seed
